# Generated by tools/dictgen — do not edit by hand.
# Language: Indonesian (id)
# Format: word|band|from|pos — what each word is. What it means is in
# gloss.<language>.txt, joined to this file on the headword.
#
# The band column is empty for any word ranks.txt ranks: the band is computed
# from the rank there. It is filled only for words the corpus never ranked.
yang|||
dan|||
di|||
ke|||
dari|||
ini|||
itu|||pron.;part.
hidroksida|||
hipotenusa|||
kapasitansi|||
kimchi|||
kinase|||
lahar|||
mengepal|||
neurotransmiter|||
osilator|||
pengayom|||
permufakatan||mufakat|
reformator|||
saturasi|||
tematik|||
terantuk|||
tilakoid|||
validitas|||
anotasi|||
desinfektan|||
detoksifikasi|||
didih|||
gorden|||
kol|||
komutatif|||
kontraindikasi|||
kristalisasi|||
menautkan||taut|
pengepresan|||
prasekolah|||
solenodon|||
stasioner|||
sukulen|||
trilogi|||
adrenal|||
adzan|||
assalamu'alaikum|||
blender|||
cello|||
delman|||
ekoregion|||
galvanisasi|||
gandaria|||
gerik|||
imbuh|||
kalem|||
keramba|||
ketapel|||
kukus|||
kuncup|||
melenggang|||
menggeluti|||
ngerasa||rasa|
pasah|||
perantau||rantau|
perca|||
profesionalisme|||
promotor|||
ruyung|||
sahdan|||
saung|||
sitrat|||
syahdu|||
zebra|||
agrikultur|||
akuakultur|||
anafase|||
angkasawan|||
beludru|||
berdifusi|||
byte|||
eros|||
flavonoid|||
homozigot|||
hoodie|||
invarian|||
kanibalisme|||
khamir|||
kokpit|||
kueri|||
meng-upgrade|||
menghimbau|||
myosin|||
nonverbal|||
optimalisasi|||
parodi|||
pemantik|||
perfeksionis|||
polar|||
serebral|||
serialisasi|||
simbiosis|||
sintaksis|||
superkomputer|||
thimerosal|||
transenden|||
ultraungu|||
vial|||
acap|||
akronim|||
almarhumah|||
amboi|||
amoksisilin|||
baskom|||
belur|||
deadline|||
dedak|||
dekil|||
dendang|||
dendeng|||
dial|||
dicantumkan|||
donk|||
doyan|||
embusan|||
engah|||
gamang|||
intrusi|||
kapitalisasi|||
katarak|||
kawung|||
kecubung|||
kodon|||
korsleting|||
manifes|||
menggelinding||gelinding|
menggemparkan||gempar|
menggotong||gotong|
menguak|||
miris|||
niaga|||
ortopedi|||
pergumulan|||
polybag|||
poranda|||
psikiatri|||
rabi|||
rama-rama|||
romantisme|||
sampling|||
selulit|||
sirene|||
soko|||
suai|||
subkultur|||
tanggul|||
tangsi|||
tataran|||
terka|||
amplifikasi|||
aplikator|||
dependensi|||
eksim|||
elektrokimia|||
elektrolisis|||
fanatik|||adj.;n.
impotensi|||
jurnalistik|||
kinetik|||
komponis|||
komunal|||
kredensial|||
miniseri|||
neurologis|||
peristaltik|||
playlist|||
propelan|||
propionat|||
totol|||
venue|||
adenosin|||
almari|||
alpukat|||
antisemit|||
atribusi|||
bioavailabilitas|||
brangkas|||
dogma|||
ekstraseluler|||
filtrat|||
garapan||garap|
helat|||
informatif|||
interfase|||
karboksilase|||
kopor|||
kran|||
kupat|||
madani|||
mastering|||
mendelik|||
menghampar|||
mengumbar|||
metadata|||
moksa|||
nuklear|||
nukleotida|||
perundungan|||
rebab|||
rempeyek|||
sampeyan|||
sekon|||
sepat|||
sniper|||
subunit|||
synthesizer|||
tamtama|||
tatah|||
troponin|||
valensi|||
ventral|||
yudisial|||
afinitas|||
aristokrasi|||
assist|||
deathcore|||
dupleks|||
ekuivalen|||
elektroplating|||
erupsi|||
interkoneksi|||
konsentrat|||
kontinental|||
make-up|||
mangrove|||
minaret|||
orientalis|||
screenshot|||
semifinal|||
takik|||
tandatangani||tanda tangan|
zirkonia|||
adas|||
akur|||
analitis|||
argon|||
asalamualaikum|||
berwudu||wudu|
cerek|||
chipset|||
codec|||
dandelion|||
diakritik|||
diimpikan|||
disalahartikan|||
distal|||
disunat||sunat|
e-liquid|||
epigenetik|||
etos|||
folat|||
gemerisik|||
gempur|||
gulden|||
hartawan||harta|
ijab|||
kenanga|||
ketumbar|||
keuletan|||
kolonisasi|||
lantak|||
lesi|||
lugas|||
lukah|||
menggiurkan|||
menoreh|||
menuding|||
menyahuti||sahut|
merengut|||
mikrobiom|||
multiplayer|||
neutrino|||
nukleat|||
pengerukan|||
piawai|||
pijar|||
polisakarida|||
ralat|||
saur|||
sembako|||
sharing|||
showroom|||
soliter|||
sunatan||sunat|
terbetik|||
tokek|||
toner|||
uban|||
upas|||
zirah|||
degenerasi|||
diuretik|||
heterozigot|||
induktif|||
instrumentasi|||
klor|||
koloid|||
konsentrator|||
marsupial|||
menggerudi||gerudi|
milivolt|||
nat|||
osmosis|||
pleura|||
pramugari|||
romansa|||
signifikansi|||
simpatik|||
skateboard|||
tael|||
tropomyosin|||
vandalisme|||
zooplankton|||
apoteker|||
aromatase|||
berdzikir||zikir|
berhadas||hadas|
berkhidmat||khidmat|
bermuamalat|||
cendrawasih|||
diemban||emban|
dijerumuskan|||
duapertiga|||
elastomer|||
fantastik|||
fiksasi|||
garap|||
goblin|||
hashtag|||
hoy|||
hudhud|||
iktikaf|||
istighfar|||
kemahasempurnaan|||
kenop|||
kerontang|||
keteledoran|||
kliring|||
konveksi|||
kronologis|||
latensi|||
mabni|||
maknawi|||
memporak-porandakan||porak-poranda|
memvalidasi||validasi|
menafikan|||
menalar||nalar|
mencucurkan||cucur|
mendermakan|||
mengembangbiakkan|||
menggunjing|||
menghujat|||
meranti|||
muhkam|||
mukallaf|||
munajat|||
mustatsna|||
nafkah|||
paking|||
panter|||
qishaash|||
reorganisasi|||
rewel|||
selawat|||
semanggi|||
sentripetal|||
simbolisme|||
sopak|||
stupa|||
sulfida|||
superfamili|||
syiar|||
tahajud|||
taksa|||
theropoda|||
torrent|||
aklamasi|||
antiviral|||
artifisial|||
bio-plastik|||
biotek|||
blak-blakan|||
bookmark|||
cashback|||
chikungunya|||
dashboard|||
dekolonisasi|||
demarkasi|||
digusur|||
dimediasi||mediasi|
dipatok|||
dipolitisasi||politisasi|
diputarbalikkan|||
disalahgunakan|||
diskresi|||
draf|||
dumping|||
e-niaga|||
eksodus|||
federalisme|||
gelatin|||
hektare|||
hiper-globalisasi|||
internasionalisme|||
jurisdiksi|||
katalisator|||
ketidakpercayaan||percaya|
ketidaksiapan||siap|
kibor|||
kilowat-jam|||
kista|||
klausa|||
kohesi|||
korporat|||
kosmopolitan|||
kosmopolitanisme|||
kronisme|||
legalitas|||
legislasi|||
lokalisasi|||
malai|||
margarin|||
mencelupkan|||
mengikutsertakan|||
merchandise|||
mereplikasi||replikasi|
merintis|||
merkantilisme|||
militerisasi|||
modernitas|||
nanoteknologi|||
nativisme|||
neo-nazi|||
neoliberal|||
neoliberalisme|||
neonatal|||
oportunis|||
outsourcing|||
penggusuran|||
periferi|||
personalisasi|||
pesimisme|||
pluralis|||
pneumokokus|||
prematur|||
premi|||
profilaksis|||
proposisi|||
psikosis|||
psikososial|||
psikoterapi|||
purnawirawan|||
radikalisme|||
realokasi|||
rehidrasi|||
reklamasi|||
repetitif|||
reproduktif|||
retorik|||n.;adj.
sepsis|||
shilling|||
simbolik|||
sinergi|||
subsisten|||
superioritas|||
supranasional|||
tersentralisasi|||
tersier|||
tradisionalis|||
transnasional|||
utilitarian|||
utopis|||
absurd|||
akseptor|||
alap-alap|||
antikekerasan|||
asidifikasi|||
bilingual|||
biomarker|||
blueberry|||
bolak|||
defleksi|||
demografik|||
dermis|||
detensi|||
dwilapis|||
fisi|||
gamping|||
gondok|||n.;adj.
habituasi|||
haploid|||
hidrotermal|||
hipotesa|||
jinjing|||
jins|||
jutawan||juta|
kedirgantaraan|||
korona|||
manifold|||
maple|||
menyebarluaskan|||
menyisipkan|||
mesofil|||
metastasis|||
multikomunikasi|||
neurologi|||
persuasi|||
putik|||
rabies|||
relevansi|||
sahur|||
semisintetis|||
sitoplasma|||
spageti|||
standardisasi|||
stomata|||
termokopel|||
trigliserida|||
tubulus|||
uterus|||
wewangian||wangi|
alkaloid|||
atomisasi|||
basement|||
diresapi|||
disematkan|||
etil|||
konifer|||
maleo|||
ovulasi|||
pengelupasan|||
prestise|||
sinema|||
stopkontak|||
trofi|||
vibrator|||
acapkali|||
ayan|||
betet|||
bissu|||
celemek|||
efikasi|||
etsa|||
fax|||
hipofisis|||
keto|||
kontaminan|||
kudapan|||
lembek|||
morfisme|||
motto|||
penatua|||
pickup|||
rematik|||
sildenafil|||
skill|||
snorkeling|||
strata|||
subkutan|||
terakreditasi|||
toksin|||
tumpas|||
agitasi|||
anion|||
auditor|||
berkarbonasi|||
daah|||
epidermis|||
franchise|||
inkontinensia|||
jeram|||
jok|||
kontinyu|||
lambda|||
maternal|||
mikroprosesor|||
miligram|||
omset|||
penterjemah||terjemah|
periferal|||
teruk|||
testimonial|||
tituler|||
triptofan|||
wagon|||
ansambel|||
aseptik|||
atletis|||
auditorium|||
berkutat|||
biopsi|||
bypass|||
dirigen|||
eksotik|||
flens|||
granular|||
hippie|||
imajiner|||
infertilitas|||
interim|||
kanguru|||
ketidaksempurnaan||sempurna|
koko|||
kolonoskopi|||
komunikatif|||
kriptografi|||
kruk|||
lilitan|||
liris|||
magenta|||
meletup|||
membumbung|||
memproklamirkan|||
memuai|||
mencetuskan|||
metabolik|||
monasit|||
muffin|||
multipotensial|||
nutrien|||
pastel|||n.;adj.
paving|||
pensensoran||sensor|
penyokong|||
polifenol|||
poundsterling|||
preparasi|||
prostetik|||
seluk-beluk|||
sinagoga|||
statin|||
stroma|||
sumbangsih|||
tinnitus|||
trigonometri|||
volatil|||
yaah|||
zonasi|||
antiseptik|||
arboreal|||
aristokrat|||
asiklovir|||
baht|||
biseksual|||
desas-desus|||
determinan|||
direvitalisasi||revitalisasi|
doping|||
fenolik|||
fluiditas|||
fungisida|||
generatif|||
gerigi|||
glasial|||
hortikultura|||
inert|||
kiprah|||
konotasi|||
konserto|||
kram|||
mug|||
otobiografi|||
pengambilalihan|||
penggerebekan|||
perforasi|||
perifer|||
pigmentasi|||
playboy|||
prekursor|||
psikotropika|||
sitkom|||
spektroskopi|||
varises|||
adiktif|||
alternator|||
antihistamin|||
aterosklerosis|||
austenitik|||
berkecambah||kecambah|
bevel|||
dermatitis|||
diferensiasi|||
dimorfik|||
edema|||
ekspo|||
enyah|||
estradiol|||
formaldehida|||
hieroglif|||
hiperparameter|||
histogram|||
inkarnasi|||
interpersonal|||
koaksial|||
kursor|||
lavender|||
melanin|||
merembes|||
metaheuristik|||
paladium|||
porositas|||
prisma|||
raptor|||
retret|||
rimpang|||
sob|||
stik|||
tadalafil|||
tamoxifen|||
tandatangan|||
tauhu|||
teatrikal|||
titahkan||titah|
vaskular|||
dadih|||
diskursus|||
divergensi|||
egoisme|||
fluorida|||
kinetokor|||
koronavirus|||
kurs|||
logaritmik|||
metalik|||
metanol|||
molar|||
olahragawan||olahraga|
operkulum|||
penyortiran|||
perdikan|||
pertidaksamaan|||
polip|||
progesteron|||
rolet|||
sarkofagus|||
segmentasi|||
separator|||
skalar|||
stepa|||
stoking|||
terkelupas|||
tongkang|||
totem|||
zigot|||
aerobik|||
alterasi|||
asparagus|||
bioaktif|||
fotokopi|||
gabro|||
gluten|||
hominid|||
hormonal|||
iradat|||
kekhilafan||khilaf|
kenyal|||
kontaktor|||
lokus|||
marjinal|||
mengayomi|||
pamungkas|||
pendulum|||
penggubah|||
podium|||
propulsi|||
rakun|||
realis|||
selotip|||
siluet|||
abalon|||
aerasi|||
akrobat|||
akupunktur|||
asistensi|||
digagas|||
disinfektan|||
distro|||
eceng|||
ekspresif|||
epitel|||
feminim|||
fruktosa|||
galur|||
gamifikasi|||
gegar|||
hidrasi|||
histeria|||
ikonografi|||
inorganik|||
jelatang|||
keshogunan|||
ketidakhadiran||hadir|
klas|||
kolonialisme|||
kontrabas|||
monoton|||
pelagis|||
pelakon||lakon|
pengumban|||
plagioklas|||
plum|||
provokatif|||
regresi|||
representatif|||
rutil|||
subkelas|||
subkelompok|||
tanjakan|||
teknolog|||
teleologis|||
toksik|||
wiraswasta|||
woh|||
anai-anai|||
animator|||
asinkron|||
astral|||
barzah|||
benzena|||
berdalih||dalih|
berdukacita||dukacita|
bergumpal-gumpal|||
bermubahalah|||
berombong-rombongan||rombongan|
bersaf-saf|||
bershaf-shaf|||
bertahajud||tahajud|
bertahkim|||
celupan|||
dinafikan|||
dinaungi|||
dipingit|||
dipintal|||
disanggah||sanggah|
fotorespirasi|||
gelendong|||
gerudi|||
glaukoma|||
hadas|||
hamparkan|||
humanis|||
humektan|||
intrik|||
iradiasi|||
istigfar|||
kaffarat|||
ketidaktaatan||taat|
lafaz|||
mafik|||
mandibula|||
mayit|||
membegal|||
menampik|||
mengatasnamakan|||
menggelegak|||
menggilir|||
menyerapah|||
menyitir|||
merjan|||
moderator|||
muamalah|||
muhshan|||
mushaharah|||
mutakallim|||
mutasyabihat|||
nahas|||
nasakh|||
nisbi|||
nodus|||
parabola|||
penggerudian||gerudi|
praduga|||
rahsia|||
refraktori|||
saktah|||
saripati|||
sentrosom|||
sepenggalahan|||
serban|||
shaum|||
siklik|||
sipilis|||
swakasir|||
taklid|||
taklif|||
tasyrik|||
tendon|||
terkaan||terka|
ukhrawi|||
amnesia|||
bioma|||
brandy|||
bunglon|||
cikrak|||
depo|||
diproklamasikan|||
diurnal|||
domino|||
elektroforesis|||
elektronika|||
estrogenik|||
farmakologis|||
gastrin|||
giok|||
hipospadia|||
hoi|||
kabisat|||
krill|||
lesitin|||
lurik|||
mandar-hitam|||
menginstall|||
meterai|||
monumental|||
nomenklatur|||
popcorn|||
roset|||
sinergis|||
subgenus|||
titrasi|||
tos|||
woah|||
agregasi|||
akumulator|||
anggar|||
anonimitas|||
antarkota|||
arester|||
asbes|||
breksi|||
dekomposisi|||
dikotomi|||
felspar|||
ginekologi|||
holotipe|||
hurikan|||
imersif|||
ingot|||
interpolasi|||
kardiomiopati|||
kasau|||
klorat|||
loyalis|||
memproklamasikan|||
meng-upload|||
mengeruk|||
menggubah|||
menggumpal|||
pascaperang|||
polihedron|||
prehensil|||
siger|||
substitusi|||
tarot|||
tipografi|||
urea|||
vokalisasi|||
afid|||
agraris|||
akomodatif|||
amigdala|||
ampere|||
apit|||
arsenik|||
barometer|||
bekisting|||
berperikemanusiaan|||
bikarbonat|||
biofarmasi|||
bipartisan|||
cuitan|||
deglobalisasi|||
delamanid|||
denim|||
denuklirisasi|||
desiliter|||
destabilisasi|||
devaluasi|||
difteri|||
dirampungkan||rampung|
direplikasi||replikasi|
disebarluaskan|||
diskonto|||
diskresioner|||
disparitas|||
disposisi|||
dualisme|||
ekstrovert|||
elektrolitik|||
emitor|||
encer|||
endemi|||
endemis|||
etalase|||
faktual|||
feminisasi|||
filantrop|||
fillet|||
fundamentalisme|||
gastritis|||
gipsum|||
gliseraldehida|||
gorila|||
harkat|||
harmonisasi|||
hematokrit|||
heraldik|||n.;adj.
himbauan|||
hiperaktif|||
ikonis|||
imperialis|||
imperialisme|||
individualitas|||
indoktrinasi|||
infiltrasi|||
interoperabilitas|||
irasional|||
jelai|||
kaliper|||
kapabilitas|||
karikatur|||
katoda|||
kedermawanan||dermawan|
kekenduran||kendur|
ketidakjelasan||jelas|
ketidaksesuaian||sesuai|
kluster|||
koeksistensi|||
koherensi|||
komodifikasi|||
komorbid|||
konservatisme|||
kontraproduktif|||
korektif|||
kriminalisasi|||
legalisasi|||
libertarianisme|||
ligamen|||
mahasiswi||mahasiswa|
medula|||
megakota|||
mekanisasi|||
melejit|||
meletupkan|||
mematok|||
memorak-porandakan||porak-poranda|
mencanangkan||canang|
mencicil|||
meng-google|||
mengeliminasi||eliminasi|
mengetes|||
menggusur|||
mengutak-atik|||
meniskus|||
mensubsidi||subsidi|
mentargetkan||target|
merevitalisasi||revitalisasi|
mikrodetik|||
mikrogram|||
miokarditis|||
molor|||
monokultur|||
monorel|||
monotipe|||
motivator|||
multibahasa|||
multidimensional|||
netizen|||
normatif|||
obstetri|||
oligarki|||
onderdil|||
paleografi|||
paramiliter|||
paritas|||
pastoralis|||
patologis|||
pedagogi|||
penatagunaan|||
pengikisan|||
penisilin|||
peso|||
pianis|||
pilinan|||
pituitari|||
plagiarisme|||
plasenta|||
politisasi|||
prediktif|||
pro-eropa|||
pro-sosial|||
proksimal|||
proporsionalitas|||
prospektif|||
proteksionis|||
refrain|||
reorientasi|||
repertoar|||
residensi|||
revivalisme|||
rinitis|||
robotisasi|||
segiempat|||
seksis|||
sekuestrasi|||
serabut|||
serabutan|||
serampangan|||
simpatisan|||
sistematik|||
skalabilitas|||
skrining|||
sopran|||
stensil|||
stereotipe|||
stigmatisasi|||
subkulit|||
suportif|||
swab|||
terbaharui||baharu|
terhibridisasi|||
tolok|||
tulip|||
uretra|||
urine|||
valuasi|||
vegetatif|||
wasir|||
ajudan|||
asimtotik|||
autentikator|||
beladiri|||
bentrok|||
bromida|||
endogen|||
fluor|||
gimnasium|||
granulator|||
haai|||
intraseluler|||
isap|||
klerus|||
kuesioner|||
lorek|||
navigator|||
ohhh|||
persona|||
piroksen|||
seismik|||
silikat|||
sintaks|||
skoliosis|||
subgenre|||
tempura|||
terpatri||patri|
zirkonium|||
aagh|||
anemon|||
apoptosis|||
arde|||
autoimun|||
bego|||
beremigrasi|||
bisul|||
bugil|||
devosi|||
endokrin|||
gelinding|||
hagiografi|||
ijtihad|||
intermediet|||
intermiten|||
karakterisasi|||
kurkumin|||
luring|||
palka|||
patri|||
perancah|||
piramid|||
pleno|||
regularisasi|||
reog|||
samovar|||
statuta|||
subtipe|||
surfaktan|||
taplak|||
uduk|||
alveolus|||
angkringan|||
antijamur|||
bantaran|||
berperangai||perangai|
berzinah|||
bid'ah|||
birama|||
fosfogliseraldehida|||
gavial|||
ginekomastia|||
giwang|||
gondola|||
hermafrodit|||
hinokitiol|||
humoral|||
ilah|||
infarksi|||
inggu|||
iskemia|||
karotid|||
kendur|||
kombo|||
kreasionis|||
kromatin|||
kusta|||
makrofag|||
mandrel|||
materialisme|||
mukormikosis|||
musabab|||
oksaloasetat|||
olivin|||
orisinalitas|||
pemintal|||
pemoles|||
perikardium|||
prangko|||
protease|||
raster|||
reaksioner|||
remisi|||
reversibel|||
selebritas|||
sitotoksik|||
somatik|||
surai|||
telegraf|||
tlah|||
tunika|||
vaginektomi|||
yel|||
akromegali|||
atsiri|||
bronkitis|||
desibel|||
dicetuskan|||
dikepang|||
dipugar|||
diskrit|||
disonansi|||
eksitasi|||
elektromagnet|||
euforia|||
farmakologi|||
fotokatalis|||
gastrointestinal|||
glial|||
glikol|||
hawar|||
hiperteks|||
kaldera|||
kartografi|||
kateter|||
kemonotonan||monoton|
ketidakacuhan|||
ketombe|||
koklea|||
konservasionis|||
korset|||
krisan|||
kromatik|||
manikur|||
matematik|||adj.;n.
memampatkan|||
menciut||ciut|
menyamaratakan|||
menyortir|||
mikoriza|||
mikrobiota|||
mikrokontroler|||
mikroskopik|||
mistisisme|||
monolog|||
monomer|||
neuromodulator|||
noradrenalin|||
otodidak|||
paliatif|||
paranada|||
pengamplasan|||
penggerek|||
pinisi|||
polemik|||
predasi|||
presipitasi|||
primordial|||
protosel|||
rejimen|||
resensi|||
resistivitas|||
salamander|||
seledri|||
sentrifuga|||
silabus|||
spidol|||
supel|||
topologis|||
transien|||
yo-yo|||
amonium|||
senat|||
akan tetapi|||
dalam hati|||
selamat datang|||
omong kosong|||
makan malam|||
apa kabar|||
air mata|||
selamat tinggal|||
hak cipta|||
selamat pagi|||
kata pengantar|||
anak muda|||
jatuh cinta|||
budi pekerti|||
masuk akal|||idiom
makan siang|||
bunuh diri|||
bisa jadi|||
mencari tahu|||
musim panas|||
ya ampun|||
alam semesta|||
jalan keluar|||
memberi tahu|||
kasih sayang|||
lagi pula|||
putus asa|||
tutup mulut|||idiom
orang banyak|||
angkatan laut|||
meninggal dunia|||
kepala sekolah|||
cari tahu|||
rumah tangga|||
anak gadis|||
nenek moyang|||
suami istri|||
sayang sekali|||
kurang ajar|||
anak panah|||
ilmu pengetahuan|||
mengambil alih|||
dahulu kala|||
atas nama|||
akhir pekan|||
percaya diri|||
batu bara|||
luar angkasa|||
kurang lebih|||
sampai ketemu|||
keras kepala|||idiom
tanah air|||
kampung halaman|||
beri tahu|||
perdana menteri|||
musim dingin|||
bukan main|||idiom
ibu tiri|||
obat bius|||
masa kini|||
berjalan kaki|||
mata pelajaran|||
mata air|||
perguruan tinggi|||
surat kabar|||
kerja sama|||
masa kecil|||
kakak beradik|||
cantik jelita|||
bawah sadar|||
musim semi|||
jati diri|||
belas kasihan|||
buang air|||
ruang tamu|||
anak cucu|||
sidik jari|||
yatim piatu|||
selamat siang|||
bela diri|||
orang besar|||
ruang angkasa|||
larut malam|||
rendah hati|||idiom
harga diri|||
kaya raya|||
adat istiadat|||
telapak tangan|||
kebun binatang|||
surat perintah|||
anak tangga|||
sumber daya|||
musim kemarau|||
daya tarik|||
sopan santun|||
anak angkat|||
salah paham|||
mencari nafkah|||
juru masak|||
kembang api|||
selamat jalan|||
rumah panggung|||
angkatan udara|||
panjang umur|||
lepas landas|||
uang tunai|||
tata letak|||
isi hati|||idiom
patah hati|||idiom
tahu diri|||idiom
sanak saudara|||
berat badan|||
selamat sore|||
burung hantu|||
tutur kata|||
panjang lebar|||idiom
lebih kurang|||
jalan setapak|||
jalan kaki|||
perawan tua|||
tanah liat|||
tukang kebun|||
berat hati|||idiom
anak kandung|||
menghela napas|||
gelap gulita|||
tata cara|||
raut wajah|||
tipu muslihat|||
panti asuhan|||
jalan pintas|||
singkat cerita|||
silih berganti|||
kapal induk|||
musim gugur|||
kapal selam|||
sepenuh hati|||
suka cita|||
kutu buku|||idiom
hati nurani|||
ruang tengah|||
api unggun|||
makhluk halus|||
kata hati|||
gula pasir|||
bawang merah|||
dini hari|||
murah hati|||idiom
buah hati|||idiom
anak sungai|||
akal sehat|||
ambil alih|||
air putih|||
tata surya|||
kamar kecil|||
jatuh hati|||idiom
batu karang|||
sakit jiwa|||
saudara kandung|||
tanda tanya|||
tangan kosong|||idiom
sanak keluarga|||
ikan duyung|||
setengah mati|||idiom
merah putih|||
ibu jari|||
hari raya|||
korek api|||
bunga rampai|||
angkatan darat|||
kacang hijau|||
wali kelas|||
kayu manis|||
mata pencaharian|||
semata wayang|||idiom
ayah tiri|||
air liur|||
ibu bapak|||
ilmu hitam|||
gula merah|||
ubi jalar|||
akhir hayat|||
bulu tangkis|||
kaki tangan|||idiom
pihak berwenang|||
batu bata|||
tahu malu|||
alih bahasa|||
kaca mata|||
ibu kandung|||
terang benderang|||
anak didik|||
anak tiri|||
anak istri|||
orang pintar|||
turun temurun|||
juru tulis|||
hari jadi|||
paruh baya|||
tempo hari|||
hilir mudik|||
sakit keras|||
tukang cukur|||
lemari es|||
sapu tangan|||
ikan mas|||
pendek kata|||
tenaga kerja|||
hati kecil|||idiom
pegawai negeri|||
tua bangka|||
gotong royong|||
tegur sapa|||
masa bodoh|||idiom
tulang belulang|||
boleh jadi|||
uang muka|||
jiwa raga|||
nafsu makan|||
selamat tidur|||
jeruk nipis|||
air tawar|||
mata uang|||
anak dara|||
mencuri hati|||idiom
angin ribut|||
ambil bagian|||
juru mudi|||
menarik diri|||
makan pagi|||
rumah makan|||
tipu daya|||
hawa nafsu|||
air bah|||
tata krama|||
belas kasih|||
berbesar hati|||idiom
angkat bicara|||idiom
pencak silat|||
juru bicara|||
buah bibir|||idiom
hiruk pikuk|||
rakyat jelata|||
tanah longsor|||
budi bahasa|||
kaki seribu|||
bulu kuduk|||
tenaga dalam|||
jual beli|||
mati rasa|||
turun tangan|||idiom
titik balik|||
lampu hijau|||idiom
fakir miskin|||
merah padam|||
besar hati|||idiom
pulang pergi|||
air muka|||
kaum kerabat|||
kacang tanah|||
lupa diri|||idiom
pucat pasi|||
ubi kayu|||
setengah baya|||
lalu lalang|||
pagi buta|||
hak asasi|||
mengambil hati|||idiom
kasih tahu|||
buta huruf|||
lahir batin|||
anak haram|||
tata bahasa|||
uang jajan|||
putri duyung|||
bulu mata|||
balas budi|||
rendah diri|||
anak emas|||idiom
rumah kaca|||
hilang akal|||idiom
ujung tombak|||idiom
kacang panjang|||
naik kelas|||
bulan puasa|||
ibu suri|||
malam minggu|||
biji mata|||
kata sifat|||
orang utan|||
banyak akal|||
naik haji|||
jari telunjuk|||
tanya jawab|||
kambing hitam|||idiom
kipas angin|||
darah daging|||idiom
mengerutkan kening|||
bapak ibu|||
sok pintar|||
naik darah|||idiom
tua renta|||
mata kuliah|||
pasang surut|||
mata angin|||
kata sepakat|||
tangan hampa|||idiom
ramah tamah|||
ulu hati|||
berkecil hati|||idiom
alam gaib|||
alam baka|||
garis besar|||
masuk angin|||
daya tahan|||
sok tahu|||
kalang kabut|||
akhir kata|||
makan waktu|||idiom
saudara tiri|||
tanah kelahiran|||
menaruh hati|||idiom
istri muda|||
buah dada|||
tulang punggung|||idiom
sunyi senyap|||
balas jasa|||
membanting tulang|||idiom
kata benda|||
naik pitam|||idiom
lapang dada|||idiom
tata tertib|||
tali pusar|||
putus sekolah|||
kuda nil|||
buah tangan|||idiom
air mani|||
memutar otak|||idiom
pulang kampung|||
salah tingkah|||idiom
dunia maya|||
kata kerja|||
jam malam|||
suka duka|||
mati listrik|||
buah pikiran|||idiom
anjing laut|||
daun telinga|||
patah semangat|||idiom
air seni|||
lepas pantai|||
lanjut usia|||
kerja bakti|||
buka puasa|||
sedikit banyak|||
jalan tikus|||idiom
telur dadar|||
gawat darurat|||
bulu roma|||
cabai rawit|||
menelan ludah|||idiom
burung gereja|||
kaki lima|||
besar kepala|||idiom
macan tutul|||
tinggi hati|||idiom
bulan sabit|||
siang bolong|||
duka cita|||
cuci mulut|||
nenek sihir|||
batu loncatan|||idiom
kabar angin|||idiom
kuda lumping|||
jari manis|||
ujung tanduk|||idiom
suka rela|||
kaki langit|||
ambil pusing|||idiom
timbal balik|||
ringan tangan|||idiom
mengangkat bahu|||
mata kaki|||
main hakim|||idiom
porak poranda|||
hitam legam|||
sabung ayam|||
ayam kampung|||
puting beliung|||
membuang muka|||idiom
ibu pertiwi|||
berat sebelah|||
banyak tingkah|||
juru kunci|||
mati konyol|||
jatuh tempo|||
kecil hati|||idiom
muda belia|||
bunga tidur|||idiom
lidah buaya|||
lintah darat|||idiom
jatuh bangun|||
simpang siur|||
tawar menawar|||
mengerutkan dahi|||
lupa daratan|||idiom
batang hidung|||idiom
kebun raya|||
tali pusat|||
darah tinggi|||
adu domba|||idiom
mata hati|||idiom
tenggang rasa|||
jantung hati|||idiom
tanda mata|||
tata usaha|||
duduk perkara|||idiom
gula jawa|||
polisi tidur|||idiom
titik tolak|||
roh halus|||
sama rata|||
mengelus dada|||idiom
unjuk rasa|||
tata kelola|||
seorang||orang|
sebuah||buah|
seseorang||orang|
apapun||apa|
selama||lama|
secara||cara|
meninggal||tinggal|
menarik||tarik|adj.;v.;v.
kedua||dua|
ketiga||tiga|
sepanjang||panjang|
menyerah||serah|
semalam||malam|
seharian||hari|
sejujurnya||jujur|
sedangkan||sedang|
seakan||akan|
seketika||ketika|
selagi||lagi|
sekadar||kadar|
menyangkut||sangkut|
bagaimanapun||bagaimana|
untungnya||untung|
pokoknya||pokok|
makanya||maka|
sekalipun||sekali|
soalnya||soal|
